index,budget,genres,original_language,original_title,overview,revenue,status,title,vote_average,vote_count,director
3453,6000000,Comedy Drama Romance,en,The Wood,"In the panicky, uncertain hours before his wedding, a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class African-American neighborhood of Inglewood, California. Flashing back to the twenty-something trio's childhood exploits, the memories capture the mood and nostalgia of the '80s era.",25059640,Released,The Wood,7.1,34,Rick Famuyiwa
3454,6000000,Drama Crime Thriller,en,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",23341568,Released,The Usual Suspects,8.1,3254,Bryan Singer
3455,8000000,Horror Thriller,en,A Nightmare on Elm Street 5: The Dream Child,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?",22168359,Released,A Nightmare on Elm Street 5: The Dream Child,5.5,245,Stephen Hopkins
3456,5000000,Comedy Romance,en,National Lampoon’s Van Wilder,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.",38275483,Released,National Lampoon’s Van Wilder,5.9,858,Walt Becker
3457,6000000,Drama Romance,en,The Wrestler,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",44703995,Released,The Wrestler,7.3,1000,Darren Aronofsky
3458,6000000,Western,en,Duel in the Sun,"Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad.",20400000,Released,Duel in the Sun,6.2,37,King Vidor
3460,6000000,Science Fiction Action,en,Escape from New York,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",50244700,Released,Escape from New York,6.9,703,John Carpenter
3462,6000000,Comedy Family,en,Daddy Day Camp,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",18197398,Released,Daddy Day Camp,4.4,91,Fred Savage
3464,6000000,Comedy Music,en,A Mighty Wind,"In ""A Mighty Wind"", director Christopher Guest reunites the team from ""Best In Show"" and ""Waiting for Guffman"" to tell tell the story of 60's-era folk musicians, who inspired by the death of their former manager, get back on the stage for one concert in New York City's Town Hall.",18750246,Released,A Mighty Wind,6.6,74,Christopher Guest
3466,6000000,Comedy Drama Fantasy Romance,en,Sliding Doors,"Gwyneth Paltrow plays London publicist Helen, effortlessly sliding between parallel storylines that show what happens if she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge.",58000000,Released,Sliding Doors,6.5,354,Peter Howitt
3467,6000000,Crime Horror Thriller,en,Tales from the Hood,A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,12000000,Released,Tales from the Hood,5.4,32,Rusty Cundieff
3468,6000000,Drama,en,The Last King of Scotland,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",48027970,Released,The Last King of Scotland,7.4,558,Kevin Macdonald
3469,5000000,Horror Thriller,en,Halloween 5: The Revenge of Michael Myers,"Presumed dead after a shoot-out with the Haddonfield police, Michael Myers is secretly nursed back to health -- and returns a year later to kill again and once more targets his young niece, Jamie. Jamie is now recovering in the local children's hospital after attacking her stepmother and losing her voice. Her mental link with her evil uncle may be the key to uprooting her family tree.",11642254,Released,Halloween 5: The Revenge of Michael Myers,5.2,183,Dominique Othenin-Girard
3470,5000000,Comedy Crime Drama,en,Bernie,"In this true story in the tiny, rural town of Carthage, TX, assistant funeral director Bernie Tiede was one of the town's most beloved residents. Everyone loved and appreciated Bernie, and it came as no surprise when he befriended Marjorie Nugent, an affluent widow who was as well known for her sour attitude as her fortune. Until that day news came that Marjorie Nugent had been dead for some time, and Bernie Tiede was being charged with the murder.",9206470,Released,Bernie,6.5,320,Richard Linklater
3471,6000000,Documentary,en,Dolphins and Whales: Tribes of the Ocean,"This documentary goes to coral reefs of the Bahamas and the waters of the Kingdom of Tonga for a close encounter with the surviving tribes of the ocean: wild dolphins and belugas, the love of a Humpback mother for her newborn calf, the singing Humpback males, an orca the mighty King of the ocean, and the gentle manatee. Little-known aspects of these creatures capable of sophisticated communication and social interaction. Documents the life of these graceful, majestic yet endangered sea creatures",7518876,Released,Dolphins and Whales: Tribes of the Ocean,8,3,Jean-Jacques Mantello
3473,6000000,Comedy Drama Romance,en,200 Cigarettes,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.",6852450,Released,200 Cigarettes,6.1,44,Risa Bramon Garcia
3474,6000000,Drama Thriller,en,The Words,"The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words.",13231461,Released,The Words,6.4,379,Brian Klugman
3476,6000000,Drama Comedy,en,City Island,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private.",6670712,Released,City Island,6.9,113,Raymond De Felitta
3477,6000000,Action Comedy Thriller Crime,en,The Guard,"Two policemen must join forces to take on an international drug- smuggling gang - one, an unorthodox Irish policeman and the other, a straitlaced FBI agent. Sergeant Gerry Boyle is an eccentric small-town cop with a confrontational and crass personality and a subversive sense of humor. A longtime policeman in County Galway, Boyle is a maverick with his own moral code. He has seen enough of the world to know there isn't much to it and has had plenty of time to think about it. When a fellow police officer disappears and Boyle's small town becomes key to a large drug trafficking investigation, he is forced to at least feign interest when dealing with the humorless FBI agent Wendell Everett assigned to the case.",19560274,Released,The Guard,6.8,372,John Michael McDonagh
3478,7000000,Comedy,en,College,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.,6230276,Released,College,4.8,48,Deb Hagan
3479,6000000,Drama Romance,en,The Virgin Suicides,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",10409377,Released,The Virgin Suicides,7.1,817,Sofia Coppola
3482,5500000,Drama Comedy,en,Wish I Was Here,"Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.",5483299,Released,Wish I Was Here,6.4,300,Zach Braff
3483,6000000,Comedy,en,Simply Irresistible,"After her mother's death, mediocre chef Amanda Shelton is having trouble attracting customers to her family's restaurant. While shopping for ingredients, she is given a magical crab by mysterious Gene O'Reilly. Afterward, Amanda's dishes suddenly become excellent, inducing strong emotional reactions in everyone who eats them. Tom Bartlett, who is preparing to open his own eatery, tries her cooking and falls in love.",4398989,Released,Simply Irresistible,5.5,52,Mark Tarlov
3485,6000000,Action,en,Only the Strong,"Former Green Beret Louis Stevens returns to his hometown of Miami after completing military service in Brazil, only to learn that his old high school has become a haven for gangs and drug dealers. After Stevens uses his capoeira skills to kick several drug dealers off of the school property, Kerrigan, one of Stevens' old teachers, sees the impact that Stevens has on the students. Kerrigan gives him the task of teaching Capoeira to a handful of the worst at-risk students at the school.",3283371,Released,Only the Strong,6.9,29,Sheldon Lettich
3487,6000000,Drama History,en,Shattered Glass,"Fact-based 2003 drama about the young journalist Stephen Glass, who got a job at The New Republic in 1995 and for three years fabricated at least half of the stories he wrote.",2944752,Released,Shattered Glass,6.6,111,Billy Ray
3488,6000000,Comedy Crime Thriller,en,Novocaine,A dentist finds himself a murder suspect after a sexy patient seduces him into prescribing her drugs,2025238,Released,Novocaine,6,44,David Atkins
3490,6244087,Adventure Western,en,The Wild Bunch,"Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang, which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson), Bishop discovers the heist is a setup orchestrated in part by his old partner, Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory, Thornton trails them, resulting in fierce gunfights with plenty of casualties",638641,Released,The Wild Bunch,7.6,259,Sam Peckinpah
3491,6000000,Drama,en,The Wackness,"Set in New York City in the sweltering summer, The Wackness tells the story of a troubled teenage drug dealer, who trades pot for therapy sessions with a drug-addled psychiatrist. Things get more complicated when he falls for one of his classmates, who just happens to be the doctors daughter. This is a coming-of-age story about sex, drugs, music and what it takes to be a man.",2899975,Released,The Wackness,6.2,94,Jonathan Levine
3494,6000000,Action Adventure Fantasy Science Fiction,en,Beastmaster 2: Through the Portal of Time,"Mark Singer returns as Dar, the warrior who can talk to the beasts. Dar is forced to travel to earth to stop his evil brother from stealing an atomic bomb, and turning their native land from a desert into... well... a desert! Written by Jim Palin",869325,Released,Beastmaster 2: Through the Portal of Time,4.6,17,Sylvio Tabet
3495,6000000,Drama,en,The 5th Quarter,"In the wake of a car crash that killed his brother, football player Jon Abbate leads his school's struggling team to its most successful season ever.",399611,Released,The 5th Quarter,4.7,12,Rick Bieber
3498,134005,Drama History,en,Snow Flower and the Secret Fan,A story set in 19th century China and centered on the lifelong friendship between two girls who develop their own secret code as a way to contend with the rigid cultural norms imposed on women.,1332231,Released,Snow Flower and the Secret Fan,5.3,22,Wayne Wang
3502,6000000,Comedy,en,"Surfer, Dude",A wave twisting tale of a soul searching surfer experiencing an existential crisis.,69497,Released,"Surfer, Dude",4.7,25,S.R. Bindler
3507,12000000,Crime Drama Thriller,en,Deadfall,"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",66351,Released,Deadfall,5.6,224,Stefan Ruzowitzky
3511,5952000,Horror Mystery Science Fiction,en,Videodrome,A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.,2120439,Released,Videodrome,7.1,454,David Cronenberg
3513,6000000,Drama,en,Song One,"Estranged from her family, Franny returns home when an accident leaves her brother comatose. Retracing his life as an aspiring musician, she tracks down his favorite musician, James Forester. Against the backdrop of Brooklyn’s music scene, Franny and James develop an unexpected relationship and face the realities of their lives.",32251,Released,Song One,5.5,87,Kate Barker-Froyland
3516,5800000,Action Drama Thriller War,en,The Train,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.",6800000,Released,The Train,7.2,72,John Frankenheimer
3520,3500159,Comedy Drama Romance,en,Bend It Like Beckham,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",76578641,Released,Bend It Like Beckham,6.2,578,Gurinder Chadha
3522,5800000,Action Adventure Drama,en,Crossover,"The clock strikes midnight, money changes hands, the crowd is on their feet, and the court is alive with fast-paced razzle-dazzle basketball. These players don't play for a school or a pro team. They play for the street and it's underground...way underground.",7000000,Released,Crossover,4.2,10,Preston A. Whitmore II
3526,5500000,Comedy Crime Drama,en,The Sting,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,159616327,Released,The Sting,7.9,622,George Roy Hill
3527,5500000,Drama History,en,Chariots of Fire,The true story of British athletes preparing for and competing in the 1924 Summer Olympics.,58972904,Released,Chariots of Fire,6.8,207,Hugh Hudson
3531,5500000,Western,en,High Plains Drifter,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",15700000,Released,High Plains Drifter,7.4,278,Clint Eastwood
3534,5500000,Comedy Science Fiction,en,Galaxina,"Galaxina is a lifelike, voluptuous android who is assigned to oversee the operations of an intergalactic Space Police cruiser captained by incompetent Cornelius Butt. When a mission requires the ship's crew to be placed in suspended animation for decades, Galaxina finds herself alone for many years, developing emotions and falling in love with the ship's pilot, Thor.",4865000,Released,Galaxina,3.3,16,William Sachs
3537,5000000,Crime Drama Mystery Thriller,en,Wonderland,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.",2466444,Released,Wonderland,6.2,73,James Cox
3538,6500000,Drama,en,Do the Right Thing,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",37295445,Released,Do the Right Thing,7.6,292,Spike Lee
3543,2200000,Drama,hi,Rang De Basanti,"A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey...",11502151,Released,Rang De Basanti,7.2,97,Rakeysh Omprakash Mehra
3551,5500000,Drama,en,Miss Julie,"Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her.",5000000,Released,Miss Julie,5.9,45,Liv Ullmann
3555,4000000,Horror,en,Saw II,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...",152925093,Released,Saw II,6.3,1251,Darren Lynn Bousman
3556,15000000,Thriller Science Fiction Drama,en,10 Cloverfield Lane,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",108286421,Released,10 Cloverfield Lane,6.8,2468,Dan Trachtenberg
3557,5000000,Documentary Comedy,en,Jackass: The Movie,"Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!",64282312,Released,Jackass: The Movie,6.1,345,Jeff Tremaine
3558,4900000,Horror Thriller,en,Lights Out,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.",44107032,Released,Lights Out,6.3,1129,David F. Sandberg
3559,5000000,Horror,en,Paranormal Activity 3,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",205703818,Released,Paranormal Activity 3,5.9,669,Henry Joost
3560,5000000,Horror,en,Ouija,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,103590271,Released,Ouija,4.9,983,Stiles White
3561,5000000,Horror Thriller,en,A Nightmare on Elm Street 3: Dream Warriors,"It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide.",44793222,Released,A Nightmare on Elm Street 3: Dream Warriors,6.5,354,Chuck Russell
3563,5000000,Horror,en,Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",142817992,Released,Paranormal Activity 4,5.2,563,Henry Joost
3564,4100000,Drama,en,The Robe,"Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed.",36000000,Released,The Robe,6.4,42,Henry Koster
3565,5000000,Comedy,en,The Return of the Pink Panther,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,41833347,Released,The Return of the Pink Panther,6.7,137,Blake Edwards
3566,11000000,Horror Thriller Comedy,en,Freddy's Dead: The Final Nightmare,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",34872033,Released,Freddy's Dead: The Final Nightmare,5.1,272,Rachel Talalay
3567,8000000,Crime Drama,en,Monster,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,60378584,Released,Monster,7,485,Patty Jenkins
3568,5000000,Adventure Drama Science Fiction,en,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",28200000,Released,"20,000 Leagues Under the Sea",6.8,157,Richard Fleischer
3569,5000000,Horror Thriller,en,Paranormal Activity: The Marked Ones,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",86362372,Released,Paranormal Activity: The Marked Ones,5.2,449,Christopher B. Landon
3570,5000000,Drama History,en,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",26010864,Released,The Elephant Man,7.9,719,David Lynch
3571,5000000,Drama History,en,Dallas Buyers Club,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",55198285,Released,Dallas Buyers Club,7.9,2886,Jean-Marc Vall\u00e9e
3572,3300000,Thriller Horror,en,The Lazarus Effect,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",64110728,Released,The Lazarus Effect,5.1,505,David Gelb
3573,9000000,Mystery Thriller,en,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",39723096,Released,Memento,8.1,4028,Christopher Nolan
3574,5000000,Horror,en,Oculus,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,44030246,Released,Oculus,6.3,1050,Mike Flanagan
3575,5000000,Comedy,en,Clerks II,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",26888376,Released,Clerks II,6.9,398,Kevin Smith
3576,5000000,Drama Comedy Music,en,Billy Elliot,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",110000000,Released,Billy Elliot,7.4,750,Stephen Daldry
3577,4600000,Comedy Drama,en,The Way Way Back,"Over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers.",23198652,Released,The Way Way Back,7.1,688,Nat Faxon
3579,3500000,Family Drama Action Western Romance,en,The Man from Snowy River,"Jim Craig has lived his first 18 years in the mountains of Australia on his father's farm. The death of his father forces him to go to the low lands to earn enough money to get the farm back on its feet. Kirk Douglas plays two roles as twin brothers who haven't spoken for years, one of whom was Jim's father's best friend and the other of whom is the father of the girl he wants to marry.",20659423,Released,The Man from Snowy River,6.8,37,George T. Miller
3583,10000000,Comedy Drama,en,Our Idiot Brother,"Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.",17273593,Released,Our Idiot Brother,5.9,365,Jesse Peretz
3584,5000000,Action Drama,en,Race,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.",24804129,Released,Race,7.1,478,Stephen Hopkins
3586,5000000,Horror Thriller,en,"As Above, So Below","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",40100000,Released,"As Above, So Below",6.1,766,John Erick Dowdle
3589,5000000,Drama,en,Still Alice,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",43884652,Released,Still Alice,7.5,1104,Richard Glatzer
3590,5000000,History Drama,en,The Egyptian,"In eighteenth-dynasty Egypt, Sinuhe, a poor orphan, becomes a brilliant physician and with his friend Horemheb is appointed to the service of the new Pharoah. Sinuhe's personal triumphs and tragedies are played against the larger canvas of the turbulent events of the 18th dynasty. As Sinuhe is drawn into court intrigues he learns the answers to the questions he has sought since his birth.",15000000,Released,The Egyptian,6,11,Michael Curtiz
3591,5000000,Action Crime Thriller,en,Nighthawks,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.,19905359,Released,Nighthawks,6.4,86,Bruce Malmuth
3592,5000000,Horror Thriller,en,Friday the 13th Part VIII: Jason Takes Manhattan,"The Big Apple's in big trouble, as indestructible psycho-fiend Jason Vorhees hits the road to New York City. After a shocking return from beyond the grave, the diabolical Jason ships out abroad a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned. Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers, only to confront Jason one final time.",14000000,Released,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,191,Rob Hedden
3593,5000000,Comedy Drama Romance,en,My Big Fat Greek Wedding,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,368744044,Released,My Big Fat Greek Wedding,6.2,671,Joel Zwick
3594,5000000,Drama Crime,en,Spring Breakers,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",31724284,Released,Spring Breakers,5,1551,Harmony Korine
3595,5000000,Horror Thriller,en,Halloween: The Curse of Michael Myers,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.",15116634,Released,Halloween: The Curse of Michael Myers,5,170,Joe Chappelle
3596,5000000,Drama Romance,es,Y tu mamá también,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",33616692,Released,Y Tu Mamá También,7.3,315,Alfonso Cuar\u00f3n
3597,4000000,Horror Comedy,en,Shaun of the Dead,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",30039392,Released,Shaun of the Dead,7.5,2420,Edgar Wright
3599,5000000,Drama Mystery Romance,en,Lone Star,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",13269963,Released,Lone Star,6.9,77,John Sayles
3600,5000000,Horror Thriller,en,Halloween 4: The Return of Michael Myers,"The legend of that creepy masked-man, Michael Myers, comes to life once again in this fourth installment of the successful horror franchise. This time, it's Michael's niece, Jamie, who can't seem to escape her crazy uncle. With Michael on the loose, Jamie enlists the help of good old Dr. Loomis to stop the murderer. This time, though, there seems to be no end to Michael's madness.",17768757,Released,Halloween 4: The Return of Michael Myers,5.9,209,Dwight H. Little
3603,5000000,Action Crime Drama Romance Thriller,en,Lone Wolf McQuade,"The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates a martial arts showdown between the drug lord and the ranger, and involving the woman they both love.",12232628,Released,Lone Wolf McQuade,5.5,67,Steve Carver
3604,5000000,Horror Thriller Science Fiction,en,Apollo 18,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.",25562924,Released,Apollo 18,5,356,Gonzalo L\u00f3pez-Gallego
3605,5000000,Comedy Drama,en,Sunshine Cleaning,A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.,16174377,Released,Sunshine Cleaning,6.5,255,Christine Jeffs
